number;group;p1;p2;p3;extra;final_type;ekp35;scenario;main_service;notify_count;notify_services
14070403;;Колодец люк;Просадка люка;МГТС;Проезжая часть Двор тротуар  Газон;Люк просел МГТС;Просадка люка на тротуаре;MGTS;;10;Классификатор СМП | Автомобильные дороги | Гор. Хозяйство | МГТС | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Автомобильные дороги АО г.Москвы | Департамент культуры | ГКУ НТУ
14070404;;Колодец люк;Просадка люка;ОЭК;Проезжая часть Двор тротуар  Газон;Люк просел ОЭК;Просадка люка на тротуаре;OEK;;10;Классификатор СМП | Автомобильные дороги | Гор. Хозяйство | ОЭК | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Автомобильные дороги АО г.Москвы | Департамент культуры | ГКУ НТУ
14070405;;Колодец люк;Просадка люка;МОЭСК;Проезжая часть Двор тротуар  Газон;Люк просел МОЭСК;Просадка люка на тротуаре;MOESK;;10;"Классификатор СМП | Автомобильные дороги | Гор. Хозяйство | МОЭСК (ПАО ""Россети Московский регион"") | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Автомобильные дороги АО г.Москвы | Департамент культуры | ГКУ НТУ"
14070406;;Колодец люк;Просадка люка;Мосводоканал;Проезжая часть Двор тротуар  Газон;Люк просел Мосводоканал;Просадка люка на тротуаре;MOSVODOCANAL;;10;Классификатор СМП | Автомобильные дороги | Гор. Хозяйство | Мосводоканал | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Автомобильные дороги АО г.Москвы | Департамент культуры | ГКУ НТУ
14070407;;Колодец люк;Просадка люка;Мосводосток;Проезжая часть Двор тротуар  Газон;Люк просел Мосводосток;Просадка люка на тротуаре;MOSVODOSTOK;;10;Классификатор СМП | Автомобильные дороги | Гор. Хозяйство | Аппарат МЭРА | Мосводосток | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Автомобильные дороги АО г.Москвы | Департамент культуры | ГКУ НТУ
14070408;;Колодец люк;Просадка люка;МОЭК;Проезжая часть Двор тротуар  Газон;Люк просел МОЭК;Просадка люка на тротуаре;MOEK;;10;Классификатор СМП | Автомобильные дороги | Гор. Хозяйство | МОЭК | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Автомобильные дороги АО г.Москвы | Департамент культуры | ГКУ НТУ
14070409;;Колодец люк;Просадка люка;Москоллектор;Проезжая часть Двор тротуар  Газон;Люк просел Москоллектор;Просадка люка на тротуаре;MOSCOLLECTOR;;10;Классификатор СМП | Автомобильные дороги | Гор. Хозяйство | Аппарат МЭРА | Москоллектор | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Автомобильные дороги АО г.Москвы | Департамент культуры | ГКУ НТУ
14070500;;Колодец люк;Открыт люк (нет крышки);;Проезжая часть Двор тротуар  Газон;Люк открыт (нет крышки);Открыт колодец на газоне;;;19;"Классификатор МЧС | Классификатор МВД | Классификатор МОСГАЗ | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | МГТС | МГТС | Мосводоканал | МОЭК | МОЭСК (ПАО ""Россети Московский регион"") | ЦОДД | Аппарат МЭРА | Москоллектор | Мосводосток | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ"
14070600;;Колодец люк;Пар из люка;;Проезжая часть Двор тротуар  Газон;Пар из люка;Нет в ЕКП;MOEK;;9;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | МОЭК | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14070700;;Колодец люк;Просадка;;;Люк на газоне просел;Просадка люка на газоне;;;14;"Классификатор МОСГАЗ | Автомобильные дороги | Гор. Хозяйство | МГТС | Мосводоканал | МОЭК | МОЭСК (ПАО ""Россети Московский регион"") | Аппарат МЭРА | Москоллектор | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Автомобильные дороги АО г.Москвы | Департамент культуры | ГКУ НТУ"
14070800;;Колодец люк;Пострадавшие;;;Падение в люк, колодец;Падение в люки, шахты;MCHS;;20;"Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | МГТС | Мосводоканал | МОЭК | МОЭСК (ПАО ""Россети Московский регион"") | ЦОДД | Аппарат МЭРА | Москоллектор | Мосводосток | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ"
14070900;;Колодец люк;Автомашина;;;Автомашина провалилась колесом в колодец;Нет в ЕКП;;;14;"Классификатор МВД | ГОРМОСТ | МГТС | Мосводоканал | МОЭК | МОЭСК (ПАО ""Россети Московский регион"") | ЦОДД | Москоллектор | Мосводосток | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО"
14071000;;Колодец люк;Животное;;;Животное провалилось в колодец;Нет в ЕКП;MCHS;;13;"Классификатор МЧС | Классификатор МВД | Классификатор МОСГАЗ | Гор. Хозяйство | МГТС | Мосводоканал | МОЭК | МОЭСК (ПАО ""Россети Московский регион"") | Москоллектор | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ"
14080101;Дерево;Дерево;Упало, сломано;На провода электрические;;Дерево упало на электрические провода;Поваленные деревья с угрозой жизни людей;MCHS;Поваленные деревья с угрозой жизни людей;18;Классификатор МЧС | Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ОЭК | ЦОДД | Аппарат МЭРА | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок
14080102;;Дерево;Упало, сломано;На провода контактной сети;;Дерево упало на провода контактной сети;Повреждение контактной сети;MCHS;Поваленные деревья с угрозой жизни людей;13;Классификатор МЧС | Классификатор МВД | Классификатор СМП | Мосгортранс | Метро | ЦОДД | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны
14080103;;Дерево;Упало, сломано;На человека;;Дерево упало на человека;Поваленные деревья с угрозой жизни людей;MCHS;Поваленные деревья с угрозой жизни людей;22;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок
14080104;;Дерево;Упало, сломано;На автомашину - нет пострадавших;;Дерево упало на машину;Повреждение автомашины в результате паденияпредмета или действия людей;;;12;Классификатор МВД | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | Аппарат МЭРА | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ГКУ Организатор перевозок
14080105;;Дерево;Упало, сломано;На автомашину - есть пострадавшие;;Дерево упало на машину (есть пострадавшие);Поваленные деревья с угрозой жизни людей;MCHS;Поваленные деревья с угрозой жизни людей;18;Классификатор МЧС | Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ЦОДД | Аппарат МЭРА | ОАТИ | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок
14080201;;Дерево;Наклонилось;На провода электрические;;Дерево на электрических проводах;Поваленные деревья с угрозой жизни людей;;;14;ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ОЭК | ЦОДД | Аппарат МЭРА | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ЦУКБ Министерство обороны | ГКУ Организатор перевозок
14080202;;Дерево;Наклонилось;На провода контактной сети;;Дерево на проводах контактной сети;Повреждение контактной сети;;;10;Мосгортранс | Метро | ЦОДД | Аппарат МЭРА | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ЦУКБ Министерство обороны
14080106;;Дерево;Упало, сломано;Двор тротуар газон;;Дерево упало во дворе;Поваленные деревья с угрозой жизни людей;;;12;Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | Аппарат МЭРА | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14080203;;Дерево;Наклонилось;Двор тротуар газон;;Дерево наклонилось во дворе;Наклонившееся дерево (дворовая территория);;;7;Гор. Хозяйство | Аппарат МЭРА | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14080107;;Дерево;Упало, сломано;на животное;;Дерево упало на животное;Поваленные деревья с угрозой жизни людей;MCHS;;16;Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ЦОДД | Аппарат МЭРА | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО
14080108;;Дерево;Упало, сломано;Оперативные службы не могут проехать;;Упавшее дерево мешает проезду оперативных служб;Поваленное дерево (заблокирован проезд оперативных служб);MCHS;Оказание помощи службам города (общее);9;Классификатор МЧС | Классификатор СМП | ЦОДД | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны
14080109;;Дерево;Упало, сломано;Проезжая часть;;Дерево упало на проезжую часть;Поваленные деревья с угрозой жизни людей;;;15;Классификатор МВД | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ЦОДД | Аппарат МЭРА | Департамент ППиООС | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок
14080209;;Дерево;Наклонилось;Проезжая часть;;Дерево наклонилось над проезжей частью;Наклонившееся дерево (дворовая территория);;;8;Гор. Хозяйство | ЦОДД | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО
14080200;;Дерево;Вырубка без разрешения;;;Вырубка без разрешения;Экологическое правонарушение;Police;;16;Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Аппарат МЭРА | Департамент ППиООС | Росгвардия | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики)
14090100;Предмет - падение;Предмет - падение;Сосульки наледь снег;;;Падение сосулек, наледи, снега;Неубранные сосульки, наледь, снег, свисающие с крыши и карнизов;;;13;Классификатор МВД | Классификатор СМП | ЦЭМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны
14090201;;Предмет - падение;Сосульки наледь снег ЧАСТИ, ДЕТАЛИ - Кровля крыша фасад балкон Мачта освещения столб Рекламный щит Прочие объекты;на человека;;Падение предмета на человека;Нет в ЕКП;MCHS;;19;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор МВД | Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ЦОДД | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | Депортамент гражданского строительства
14090202;;Предмет - падение;Сосульки наледь снег ЧАСТИ, ДЕТАЛИ - Кровля крыша фасад балкон Мачта освещения столб Рекламный щит Прочие объекты;На автомашину - нет пострадавших;;Падение объектов на машину;Повреждение автомашины в результате падения предмета или действия людей;Police;;10;Классификатор МВД | ГОРМОСТ | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | Депортамент гражданского строительства
14090303;;Предмет - падение;Сосульки наледь снег Мачта освещения столб Рекламный щит Прочие объекты;На автомашину - есть пострадавшие;;Падение объектов на машину - пострадавшие;Обрушение конструкций;MCHS;;26;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
14090403;;Предмет - падение;ЧАСТИ, ДЕТАЛИ - Кровля крыша фасад балкон;На автомашину - есть пострадавшие;;Падение (детали кровли, крыши, балкона, фасада) на автомашину (есть пострадавшие);Обрушение наземных элементов зданий;MCHS;;29;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
14090400;;Предмет - падение;ЧАСТИ, ДЕТАЛИ - Кровля крыша фасад балкон;;В: есть ли угроза обрушения в дальнейшем (один большой кусок штукатурки упал, падают другие);Падение (детали кровли, крыши, балкона, фасада);Обрушение наземных элементов зданий;Police;;19;Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | Мосгортранс | Гор. Хозяйство | МГТС | ЦОДД | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
14090500;;Предмет - падение;Мачта освещения столб;;;Падение (мачта освещения);Обрушение конструкций;;;16;Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ЦОДД | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ГКУ Организатор перевозок
14090600;;Предмет - падение;Рекламный щит;;;Падение (рекламный щит);Обрушение конструкций;;;17;Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ЦОДД | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ЦУКБ Министерство обороны | ГКУ Организатор перевозок
14090700;;Предмет - падение;Прочие объекты;;;Падение (прочие объекты);Обрушение конструкций;;;18;Классификатор МВД | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | ЦОДД | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ГКУ Организатор перевозок
14090800;;Предмет - падение;Набережная: Облицовочных плит;;;Падение (облицовочные плиты набережной);Обрушение облицовочных плит в воду;GORMOST;;8;Гор. Хозяйство | ГОРМОСТ | ЦОДД | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14090104;;Предмет - падение;Сосульки наледь снег;Угроза падения;;Сосульки, наледь, снег, свисающие с крыши и карнизов;Неубранные сосульки, наледь, снег, свисающие с крыши и карнизов;;;11;Классификатор МВД | Классификатор СМП | ЦЭМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14090404;;Предмет - падение;ЧАСТИ, ДЕТАЛИ - Кровля крыша фасад балкон;Угроза падения;;Угроза падения (детали кровли, крыши, балкона, фасада);Нарушение элементов облицовки стен и выступающих конструкций, угрожающее безопасности людей;Police;;15;Классификатор МЧС | Классификатор МЧС | Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | Гор. Хозяйство | ЦОДД | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны
14090504;;Предмет - падение;Мачта освещения столб;Угроза падения;;Угроза падение (мачта освещения);Нет в ЕКП;;;7;Классификатор СМП | ЦЭМП | ЦОДД | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14090604;;Предмет - падение;Рекламный щит;Угроза падения;;Угроза падение (рекламный щит);Нет в ЕКП;;;8;Классификатор СМП | ЦЭМП | ЦОДД | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ЦУКБ Министерство обороны
14090704;;Предмет - падение;Прочие объекты;Угроза падения;;Угроза падение (прочие объекты);Нет в ЕКП;;;9;Классификатор СМП | ЦЭМП | ЦОДД | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики)
14100100;ЛИФТ;Лифт;Застревание;;;Застревание в лифте;Застревание в лифте;MOSLIFT;;10;Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14100101;;Лифт;Застревание;Требуется медицинская помощь;;Застревание в лифте (требуется медицинская помощь);Помощь лифтовым службам;MOSLIFT;Помощь лифтовым службам;12;Классификатор СМП | Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14100102;;Лифт;Застревание;Дети до 10 лет без сопровождения взрослых;;Застревание в лифте (ребенок без взрослых);Помощь лифтовым службам;MOSLIFT;Помощь лифтовым службам;12;Классификатор МВД | Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14100201;;Лифт;Падение в шахту;Человек;;Падение человека в шахту лифта;Падение с высоты;MOSLIFT;;22;Классификатор МЧС | Классификатор МВД | Классификатор СМП | ЦЭМП | ЦЭМП | Гор. Хозяйство | МГТС | Мослифт | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Мосжилинспекция | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | Депортамент гражданского строительства
14100202;;Лифт;Падение в шахту;Вещи;;Падение предметов в шахту лифта;Падение вещей, предметов в шахту лифта;MOSLIFT;;11;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Мосжилинспекция | Департамент культуры | ГКУ НТУ
14100203;;Лифт;Падение в шахту;Животные;;Падение животных в шахту лифта;Спасение животных;MOSLIFT;;12;Классификатор МЧС | Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14100300;;Лифт;Упал;;;Лифт упал;Обрушение конструкций;;Обрушение конструкций;24;Классификатор МВД | Классификатор СМП | Классификатор МОСГАЗ | ЦЭМП | Мосгортранс | Гор. Хозяйство | ГОРМОСТ | Мослифт | ЦОДД | Департамент РБиПК             (ГКУ МОСБЕЗ) | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | ОАТИ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент строительства города Москвы | Департамент культуры | ГКУ НТУ | ФСО | ДГП (Департамент градостроительной политики) | ДГП (Департамент градостроительной политики) | ЦУКБ Министерство обороны | ГКУ Организатор перевозок | Депортамент гражданского строительства
14100400;;Лифт;Не работает;;;Лифт не работает;Не работает лифт (левый, правый, средний);MOSLIFT;;9;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14100500;;Лифт;Не вызывается на этаж;;;Лифт не вызывается;Лифт не вызывается на этаж;MOSLIFT;;11;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14100600;;Лифт;Не останавливается на этаже;;;Лифт не останавливается на этаже;Лифт не останавливается на этаже;MOSLIFT;;11;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14100700;;Лифт;Не закрываются двери лифта;;;Не закрываются двери лифта;Не закрываются двери лифта;MOSLIFT;;11;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14100800;;Лифт;Не закрываются двери кабины, шахты;;;Не закрываются двери кабины, шахты;Не закрываются двери кабины, шахты;MOSLIFT;;11;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14100900;;Лифт;Кнопки повреждены;;;Повреждение кнопок в лифте;Неисправность/повреждение кнопок в лифте (левый, правый, средний);MOSLIFT;;9;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14101000;;Лифт;Нет связи с кабиной лифта;;;Нет связи с кабиной лифта;Нет связи с кабиной лифта;MOSLIFT;;11;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14101100;;Лифт;Самопроизвольное движение;;;Самопроизвольное движение лифта;Самопроизвольное движение лифта;MOSLIFT;;11;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14101200;;Лифт;Нет повторного вызова;;;Отсутствует повторный вызов лифта;Отсутствует повторный вызов лифта;MOSLIFT;;10;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14101300;;Лифт;Шум, скрежет, вибрация при движении;;;Скрежет (вибрация) в кабине лифта при движении;Шум, скрежет, вибрация в кабине лифта при движении;MOSLIFT;;11;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14101400;;Лифт;Дверь шахта открыто;;;Открыты двери шахты;Открыты двери шахты;MOSLIFT;;11;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14101500;;Лифт;Дверь машинное помещение открыто;;;Открыта дверь машинного помещения;Открыта дверь маш. помещения;MOSLIFT;;12;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | ЭВАЖД | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14101600;;Лифт;Нет света;;;Нет света в кабине лифта;Неисправное освещение/отсутствие освещения в кабине лифта;MOSLIFT;;11;Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14101700;;Лифт;Грязь, мусор;;;Мусор в лифте;Мусор, грязь в лифте;;;7;ЦЭМП | Гор. Хозяйство | ГОРМОСТ | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14101800;;Лифт;Порча кабина (надписи, разломана и т.д.);;;Порча кабины лифта;Порча кабины лифта;MOSLIFT;;12;Классификатор МВД | Классификатор СМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Мослифт | Департамент РБиПК             (ГКУ МОСБЕЗ) | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14101900;;Лифт;Проникновение в шахту;;;Проникновение в шахту;Проникновение в шахту;MOSLIFT;;10;Классификатор МВД | Классификатор СМП | Гор. Хозяйство | Мослифт | Департамент РБиПК             (ГКУ МОСБЕЗ) | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
14102000;;Лифт;Другое;;;Лифты Другое;Лифты Другое;;;10;ЦЭМП | Гор. Хозяйство | ГОРМОСТ | ГОРМОСТ | ГОРМОСТ | Аппарат МЭРА | Территориальные ОИВ | Территориальные ОИВ    ТиНАО | Департамент культуры | ГКУ НТУ
